"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","is_central","task","trial","dataset","group_id","subject","confidence"
"6334",6334,"Immigration",503,"Dem",10,-10,-10,-27.8,"B","decentralized",3,2,"",10,-10,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","503B3decentralized2Dem",NA
"6335",6335,"Soldiers",510,"Dem",200,3,45,4486,"B","decentralized",3,2,"",200,45,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","510B3decentralized2Dem",NA
"6336",6336,"Unemployment",510,"Dem",2,2,5,-46,"B","decentralized",3,2,"",2,5,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","510B3decentralized2Dem",NA
"6337",6337,"Unemployment",490,"Dem",-3,-3,-3,-46,"B","decentralized",3,2,"",-3,-3,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","490B3decentralized2Dem",NA
"6338",6338,"Military",498,"Dem",35,36,36,15,"B","decentralized",3,2,"",35,36,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","498B3decentralized2Dem",NA
"6339",6339,"Military",493,"Dem",15,15,15,15,"B","decentralized",3,2,"",15,15,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","493B3decentralized2Dem",NA
"6340",6340,"Soldiers",523,"Dem",1e+05,5e+05,7e+05,4486,"B","decentralized",3,2,"",1e+05,7e+05,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","523B3decentralized2Dem",NA
"6341",6341,"Military",523,"Dem",45,47,53,15,"B","decentralized",3,2,"",45,53,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","523B3decentralized2Dem",NA
"6342",6342,"Military",492,"Dem",25,30,20,15,"B","decentralized",3,2,"",25,20,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","492B3decentralized2Dem",NA
"6343",6343,"Immigration",491,"Dem",75,80,50,-27.8,"B","decentralized",3,2,"",75,50,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","491B3decentralized2Dem",NA
"6344",6344,"Immigration",490,"Dem",8,8,8,-27.8,"B","decentralized",3,2,"",8,8,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","490B3decentralized2Dem",NA
"6345",6345,"Military",494,"Dem",65,65,65,15,"B","decentralized",3,2,"",65,65,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","494B3decentralized2Dem",NA
"6346",6346,"Unemployment",492,"Dem",-30,-10,-5,-46,"B","decentralized",3,2,"",-30,-5,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","492B3decentralized2Dem",NA
"6347",6347,"Unemployment",502,"Dem",10,-5,-5,-46,"B","decentralized",3,2,"",10,-5,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","502B3decentralized2Dem",NA
"6348",6348,"Military",491,"Dem",30,55,41,15,"B","decentralized",3,2,"",30,41,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","491B3decentralized2Dem",NA
"6349",6349,"Military",501,"Dem",2e+05,10000,250000,15,"B","decentralized",3,2,"1-2-3",2e+05,250000,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","501B3decentralized2Dem",NA
"6350",6350,"Immigration",507,"Dem",49,3,3,-27.8,"B","decentralized",3,2,"",49,3,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","507B3decentralized2Dem",NA
"6351",6351,"Unemployment",505,"Dem",30,30,30,-46,"B","decentralized",3,2,"",30,30,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","505B3decentralized2Dem",NA
"6352",6352,"Military",519,"Dem",60,55,55,15,"B","decentralized",3,2,"",60,55,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","519B3decentralized2Dem",NA
"6353",6353,"Military",490,"Dem",60,40,40,15,"B","decentralized",3,2,"",60,40,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","490B3decentralized2Dem",NA
"6354",6354,"Soldiers",511,"Dem",20000,20000,20000,4486,"B","decentralized",3,2,"",20000,20000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","511B3decentralized2Dem",NA
"6355",6355,"Unemployment",491,"Dem",6,5,6,-46,"B","decentralized",3,2,"",6,6,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","491B3decentralized2Dem",NA
"6356",6356,"Immigration",506,"Dem",30,40,40,-27.8,"B","decentralized",3,2,"",30,40,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","506B3decentralized2Dem",NA
"6357",6357,"Immigration",524,"Dem",10,10,10,-27.8,"B","decentralized",3,2,"",10,10,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","524B3decentralized2Dem",NA
"6358",6358,"Unemployment",511,"Dem",-10,-10,-10,-46,"B","decentralized",3,2,"",-10,-10,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","511B3decentralized2Dem",NA
"6359",6359,"Unemployment",514,"Dem",-15,-10,-10,-46,"B","decentralized",3,2,"",-15,-10,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","514B3decentralized2Dem",NA
"6360",6360,"Immigration",523,"Dem",-21,-41,-37,-27.8,"B","decentralized",3,2,"",-21,-37,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","523B3decentralized2Dem",NA
"6361",6361,"Military",502,"Dem",30,20,20,15,"B","decentralized",3,2,"",30,20,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","502B3decentralized2Dem",NA
"6362",6362,"Immigration",510,"Dem",50,50,11,-27.8,"B","decentralized",3,2,"",50,11,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","510B3decentralized2Dem",NA
"6363",6363,"Soldiers",520,"Dem",400,400,400,4486,"B","decentralized",3,2,"",400,400,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","520B3decentralized2Dem",NA
"6364",6364,"Soldiers",496,"Dem",160000,5e+05,4500,4486,"B","decentralized",3,2,"",160000,4500,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","496B3decentralized2Dem",NA
"6365",6365,"Immigration",505,"Dem",-15,-15,-15,-27.8,"B","decentralized",3,2,"",-15,-15,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","505B3decentralized2Dem",NA
"6366",6366,"Immigration",504,"Dem",-10,-10,-10,-27.8,"B","decentralized",3,2,"",-10,-10,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","504B3decentralized2Dem",NA
"6367",6367,"Unemployment",509,"Dem",2,4,6,-46,"B","decentralized",3,2,"",2,6,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","509B3decentralized2Dem",NA
"6368",6368,"Immigration",522,"Dem",-30,-35,-33,-27.8,"B","decentralized",3,2,"",-30,-33,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","522B3decentralized2Dem",NA
"6369",6369,"Military",522,"Dem",40,40,40,15,"B","decentralized",3,2,"",40,40,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","522B3decentralized2Dem",NA
"6370",6370,"Soldiers",506,"Dem",1000,4000,4400,4486,"B","decentralized",3,2,"",1000,4400,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","506B3decentralized2Dem",NA
"6371",6371,"Soldiers",497,"Dem",33,55,65,4486,"B","decentralized",3,2,"",33,65,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","497B3decentralized2Dem",NA
"6372",6372,"Soldiers",493,"Dem",1e+05,50000,50000,4486,"B","decentralized",3,2,"",1e+05,50000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","493B3decentralized2Dem",NA
"6373",6373,"Military",512,"Dem",25,45,40,15,"B","decentralized",3,2,"",25,40,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","512B3decentralized2Dem",NA
"6374",6374,"Soldiers",500,"Dem",2000,1000,4424,4486,"B","decentralized",3,2,"",2000,4424,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","500B3decentralized2Dem",NA
"6375",6375,"Soldiers",499,"Dem",1800,4000,4000,4486,"B","decentralized",3,2,"",1800,4000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","499B3decentralized2Dem",NA
"6376",6376,"Soldiers",495,"Dem",11000,4400,4424,4486,"B","decentralized",3,2,"",11000,4424,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","495B3decentralized2Dem",NA
"6377",6377,"Unemployment",517,"Dem",-8,-8,-8,-46,"B","decentralized",3,2,"",-8,-8,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","517B3decentralized2Dem",NA
"6378",6378,"Military",510,"Dem",0,50,22,15,"B","decentralized",3,2,"",0,22,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","510B3decentralized2Dem",NA
"6379",6379,"Military",509,"Dem",20,40,50,15,"B","decentralized",3,2,"",20,50,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","509B3decentralized2Dem",NA
"6380",6380,"Immigration",518,"Dem",5,5,5,-27.8,"B","decentralized",3,2,"",5,5,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","518B3decentralized2Dem",NA
"6381",6381,"Immigration",509,"Dem",-10,-20,-20,-27.8,"B","decentralized",3,2,"",-10,-20,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","509B3decentralized2Dem",NA
"6382",6382,"Unemployment",515,"Dem",-2,-2,-2,-46,"B","decentralized",3,2,"",-2,-2,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","515B3decentralized2Dem",NA
"6383",6383,"Immigration",495,"Dem",-7,-7,12,-27.8,"B","decentralized",3,2,"",-7,12,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","495B3decentralized2Dem",NA
"6384",6384,"Unemployment",522,"Dem",-10,-10,-10,-46,"B","decentralized",3,2,"",-10,-10,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","522B3decentralized2Dem",NA
"6385",6385,"Military",524,"Dem",60,60,60,15,"B","decentralized",3,2,"",60,60,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","524B3decentralized2Dem",NA
"6386",6386,"Soldiers",515,"Dem",3200,3100,3300,4486,"B","decentralized",3,2,"",3200,3300,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","515B3decentralized2Dem",NA
"6387",6387,"Unemployment",507,"Dem",4,3.9,5,-46,"B","decentralized",3,2,"",4,5,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","507B3decentralized2Dem",NA
"6388",6388,"Unemployment",496,"Dem",15,-5,-5,-46,"B","decentralized",3,2,"",15,-5,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","496B3decentralized2Dem",NA
"6389",6389,"Military",507,"Dem",30,54,54,15,"B","decentralized",3,2,"",30,54,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","507B3decentralized2Dem",NA
"6390",6390,"Military",499,"Dem",4,40,40,15,"B","decentralized",3,2,"",4,40,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","499B3decentralized2Dem",NA
"6391",6391,"Military",497,"Dem",56,54,54,15,"B","decentralized",3,2,"",56,54,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","497B3decentralized2Dem",NA
"6392",6392,"Unemployment",495,"Dem",-4.8,-4.8,-4.8,-46,"B","decentralized",3,2,"",-4.8,-4.8,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","495B3decentralized2Dem",NA
"6393",6393,"Unemployment",499,"Dem",-8,-8,-8,-46,"B","decentralized",3,2,"",-8,-8,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","499B3decentralized2Dem",NA
"6394",6394,"Military",516,"Dem",60,55,57,15,"B","decentralized",3,2,"",60,57,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","516B3decentralized2Dem",NA
"6395",6395,"Unemployment",503,"Dem",3,6,4.5,-46,"B","decentralized",3,2,"",3,4.5,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","503B3decentralized2Dem",NA
"6396",6396,"Military",518,"Dem",22,20,20,15,"B","decentralized",3,2,"",22,20,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","518B3decentralized2Dem",NA
"6397",6397,"Military",521,"Dem",30,30,30,15,"B","decentralized",3,2,"",30,30,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","521B3decentralized2Dem",NA
"6398",6398,"Military",508,"Dem",21,16,16,15,"B","decentralized",3,2,"",21,16,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","508B3decentralized2Dem",NA
"6399",6399,"Unemployment",512,"Dem",3,2,3,-46,"B","decentralized",3,2,"",3,3,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","512B3decentralized2Dem",NA
"6400",6400,"Soldiers",508,"Dem",NA,600,475,4486,"B","decentralized",3,2,"",NA,475,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","508B3decentralized2Dem",NA
"6401",6401,"Military",505,"Dem",100,100,85,15,"B","decentralized",3,2,"",100,85,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","505B3decentralized2Dem",NA
"6402",6402,"Soldiers",512,"Dem",1500,2500,3500,4486,"B","decentralized",3,2,"",1500,3500,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","512B3decentralized2Dem",NA
"6403",6403,"Immigration",521,"Dem",-25,-25,-25,-27.8,"B","decentralized",3,2,"",-25,-25,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","521B3decentralized2Dem",NA
"6404",6404,"Immigration",499,"Dem",-23,-23,-23,-27.8,"B","decentralized",3,2,"",-23,-23,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","499B3decentralized2Dem",NA
"6405",6405,"Soldiers",507,"Dem",1000,3700,3700,4486,"B","decentralized",3,2,"",1000,3700,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","507B3decentralized2Dem",NA
"6406",6406,"Unemployment",518,"Dem",-15,-15,-15,-46,"B","decentralized",3,2,"",-15,-15,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","518B3decentralized2Dem",NA
"6407",6407,"Immigration",500,"Dem",-10,-10,10,-27.8,"B","decentralized",3,2,"",-10,10,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","500B3decentralized2Dem",NA
"6408",6408,"Unemployment",506,"Dem",1,4,8,-46,"B","decentralized",3,2,"",1,8,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","506B3decentralized2Dem",NA
"6409",6409,"Unemployment",498,"Dem",-3,-3,-3,-46,"B","decentralized",3,2,"",-3,-3,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","498B3decentralized2Dem",NA
"6410",6410,"Immigration",512,"Dem",10,15,20,-27.8,"B","decentralized",3,2,"",10,20,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","512B3decentralized2Dem",NA
"6411",6411,"Soldiers",502,"Dem",10000,4400,4400,4486,"B","decentralized",3,2,"",10000,4400,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","502B3decentralized2Dem",NA
"6412",6412,"Soldiers",505,"Dem",5000,6000,6000,4486,"B","decentralized",3,2,"",5000,6000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","505B3decentralized2Dem",NA
"6413",6413,"Unemployment",516,"Dem",-2,-3,-3,-46,"B","decentralized",3,2,"",-2,-3,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","516B3decentralized2Dem",NA
"6414",6414,"Soldiers",509,"Dem",750,500,2000,4486,"B","decentralized",3,2,"",750,2000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","509B3decentralized2Dem",NA
"6415",6415,"Soldiers",503,"Dem",8000,7000,7000,4486,"B","decentralized",3,2,"",8000,7000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","503B3decentralized2Dem",NA
"6416",6416,"Immigration",513,"Dem",2,NA,NA,-27.8,"B","decentralized",3,2,"",2,NA,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","513B3decentralized2Dem",NA
"6417",6417,"Soldiers",518,"Dem",10000,3000,3000,4486,"B","decentralized",3,2,"",10000,3000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","518B3decentralized2Dem",NA
"6418",6418,"Immigration",498,"Dem",9,9,9,-27.8,"B","decentralized",3,2,"",9,9,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","498B3decentralized2Dem",NA
"6419",6419,"Immigration",502,"Dem",10,-13,-13,-27.8,"B","decentralized",3,2,"",10,-13,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","502B3decentralized2Dem",NA
"6420",6420,"Unemployment",500,"Dem",-4.8,-4.8,-4.8,-46,"B","decentralized",3,2,"",-4.8,-4.8,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","500B3decentralized2Dem",NA
"6421",6421,"Immigration",516,"Dem",5,3,3,-27.8,"B","decentralized",3,2,"",5,3,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","516B3decentralized2Dem",NA
"6422",6422,"Military",500,"Dem",21,16,16,15,"B","decentralized",3,2,"",21,16,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","500B3decentralized2Dem",NA
